z.cyc.12.71.1.x10-x01	118.34	1.11
z.cyc.23.43.1.010-100	118.68	0.99
s.lin.c.34.2.101-110	115.38	1.80
s.lin.c.24.2.101-110	115.48	1.81
s.lin.t.24.2.110-101	115.57	1.92
s.lin.c.23.2.110-110	115.62	1.72
z.cyc.12.43.1.x10-100	119.06	1.12
d.lin.t.47.2.010-111	115.86	1.80
z.lin.t.33.2.010-111	115.97	1.13
z.cyc.34.67.1.001-10x	119.39	1.07
s.lin.c.37.2.110-101	116.09	1.90
s.lin.c.37.2.101-110	116.12	2.01
s.lin.t.37.2.110-101	116.33	1.87
s.lin.c.34.2.110-101	116.33	1.85
s.lin.t.27.2.110-101	116.45	1.97
s.lin.c.27.2.110-101	116.50	1.93
z.lin.c.33.2.010-111	116.54	1.16
s.lin.c.47.2.110-101	116.55	1.89
z.cyc.17.23.1.x10-100	119.91	0.80
z.lin.t.23.2.111-001	116.63	1.06
s.lin.t.24.2.101-110	116.88	1.88
z.cyc.12.34.1.x10-001	120.30	1.16
s.lin.t.34.2.110-101	116.95	1.89
s.lin.c.77.2.110-101	117.06	1.97
z.cyc.17.23.1.x10-010	120.71	1.10
s.lin.c.22.2.110-110	117.47	1.70
s.lin.t.23.2.110-110	117.48	1.61
s.lin.t.77.2.110-101	117.66	2.03
z.lin.c.23.2.111-001	117.69	0.95
s.lin.c.27.2.101-110	118.01	2.05
s.lin.t.37.2.101-110	118.07	2.02
s.lin.t.44.2.110-101	118.16	1.96
d.lin.t.27.2.100-111	118.18	1.68
d.lin.c.27.2.100-111	118.23	1.70
s.lin.c.44.2.110-101	118.34	1.97
z.cyc.17.32.1.x10-010	121.85	1.05
z.lin.c.22.2.010-111	118.62	1.05
z.lin.t.22.2.010-111	118.64	1.20
s.lin.c.47.2.101-110	118.94	2.11
s.lin.t.47.2.110-101	119.08	1.97
s.lin.t.47.2.101-110	119.22	2.06
s.lin.t.33.2.110-110	119.56	1.67
z.lin.c.34.2.111-001	119.62	0.90
s.lin.c.44.2.110-110	120.01	1.85
s.lin.c.24.2.110-110	120.07	1.76
z.lin.c.27.2.111-010	120.48	1.29
z.lin.c.24.2.111-001	120.57	1.04
s.lin.c.77.2.110-110	120.68	1.97
z.lin.t.34.2.111-001	120.70	0.83
z.lin.t.23.2.111-010	120.72	1.09
z.lin.c.23.2.111-010	120.79	1.17
s.lin.c.33.2.110-110	121.03	1.75
z.lin.c.24.2.111-010	121.05	0.98
z.lin.t.44.2.001-111	121.06	0.94
z.lin.c.77.2.010-111	121.26	1.19
s.lin.c.34.2.110-110	121.30	1.84
z.lin.c.44.2.001-111	121.60	0.91
s.lin.t.34.2.110-110	121.63	1.82
s.lin.t.77.2.110-110	121.66	1.89
s.lin.t.24.2.110-110	121.75	1.86
z.lin.c.34.2.010-111	121.89	1.06
z.lin.c.47.2.111-010	121.99	0.95
s.lin.c.27.2.110-110	122.29	2.00
z.lin.t.47.2.111-010	122.35	1.20
z.lin.t.47.2.001-111	122.39	1.03
z.lin.c.47.2.001-111	122.39	1.03
z.lin.c.37.2.010-111	122.44	1.15
z.cyc.12.34.1.x10-100	125.87	1.06
z.lin.t.24.2.111-001	122.54	1.07
z.lin.t.77.2.010-111	122.66	1.07
z.lin.t.27.2.111-001	122.81	0.94
d.cyc.12.17.1.x01-x01	126.19	1.75
z.lin.t.34.2.010-111	122.84	0.99
d.lin.c.34.2.111-100	122.87	1.64
z.lin.c.37.2.111-010	123.15	1.05
z.lin.t.37.2.010-111	123.30	1.11
s.lin.t.37.2.110-110	123.33	1.97
d.lin.t.34.2.111-100	123.47	1.60
z.cyc.17.17.1.x10-x10	126.88	1.28
z.lin.t.27.2.111-010	123.63	1.13
s.cyc.12.17.1.x00-x11	127.10	1.72
z.lin.t.37.2.111-010	123.77	1.05
s.lin.c.37.2.110-110	123.94	1.89
z.lin.t.24.2.111-010	124.25	0.93
s.lin.t.44.2.110-110	124.68	1.91
s.lin.t.47.2.110-110	124.96	1.98
d.lin.t.37.2.111-100	125.88	1.81
d.lin.c.37.2.111-100	125.89	1.75
s.lin.c.47.2.110-110	126.50	1.84
s.cyc.12.17.1.x11-x00	129.95	1.66
z.cyc.12.71.1.x10-x10	131.91	0.94
z.lin.t.23.2.111-100	129.37	0.74
d.lin.t.44.2.111-100	132.92	1.58
z.lin.c.23.2.111-100	134.02	0.50
d.lin.c.44.2.111-100	134.08	1.44
d.lin.t.77.2.111-100	134.20	1.28
d.lin.c.47.2.111-100	134.35	1.35
z.lin.c.22.2.100-111	135.02	0.96
d.lin.c.47.2.100-111	136.68	1.59
d.lin.t.47.2.100-111	136.98	1.52
z.lin.t.22.2.100-111	137.14	0.72
z.cyc.12.17.1.x01-x10	140.80	1.22
z.cyc.12.17.1.x10-x01	141.15	1.04
d.lin.c.77.2.111-100	138.02	1.37
d.lin.t.47.2.111-100	138.37	1.49
z.lin.c.24.2.111-100	140.62	0.88
z.lin.t.24.2.111-100	143.58	0.87
z.lin.t.27.2.111-100	144.61	0.87
z.cyc.12.17.1.x10-x10	149.92	1.22
z.lin.c.27.2.111-100	150.60	0.78
d.cyc.34.43.2.010-111	26.25	1.76
d.cyc.34.34.2.111-100	29.15	2.17
d.cyc.34.43.2.100-111	31.64	2.44
d.cyc.34.34.2.111-010	31.75	1.79
s.cyc.34.43.2.011-011	35.29	1.31
z.cyc.34.43.2.001-111	39.54	1.21
d.cyc.17.43.2.x01-111	39.75	1.73
s.cyc.34.43.2.011-101	39.92	1.25
s.cyc.34.43.2.011-110	40.55	1.10
s.cyc.34.34.2.101-011	41.47	1.27
s.cyc.34.34.2.011-011	43.32	1.06
z.cyc.34.34.2.111-001	44.29	1.19
d.cyc.17.34.2.x01-111	44.77	1.79
s.cyc.34.34.2.110-011	46.84	1.06
s.cyc.17.43.2.x11-011	48.10	1.23
s.cyc.34.43.2.101-101	48.10	1.64
s.cyc.17.43.2.x11-101	50.48	1.49
s.cyc.17.43.2.x11-110	50.82	1.28
s.cyc.34.34.2.101-101	51.62	1.36
z.cyc.17.43.2.x10-111	53.99	1.18
s.cyc.17.34.2.x11-101	54.15	1.59
s.cyc.34.43.2.101-110	54.83	1.16
s.cyc.34.43.2.110-110	54.85	1.01
s.cyc.17.34.2.x11-011	55.05	1.17
s.cyc.34.34.2.110-101	55.79	1.29
s.cyc.17.34.2.x11-110	56.25	1.24
s.cyc.34.34.2.110-110	56.83	1.06
z.cyc.17.34.2.x10-111	58.49	0.98
s.cyc.23.43.2.011-011	64.44	1.62
s.cyc.23.34.2.011-011	64.71	1.64
s.cyc.23.34.2.101-011	65.92	1.63
s.cyc.23.43.2.101-011	66.43	1.64
d.cyc.23.34.2.001-111	66.46	1.60
s.cyc.17.71.2.x11-x11	66.63	1.04
s.cyc.34.45.2.011-1x1	66.67	1.52
s.cyc.17.23.2.x11-011	66.72	1.88
s.cyc.17.32.2.x11-011	67.46	1.79
s.cyc.17.23.2.x11-101	68.02	1.63
d.cyc.23.34.2.111-010	68.67	1.63
d.cyc.23.43.2.001-111	69.13	1.51
d.cyc.12.43.2.x01-111	69.89	2.02
z.cyc.34.45.2.111-0x1	71.03	0.97
s.cyc.34.76.2.011-11x	71.17	1.47
d.cyc.17.23.2.x01-111	71.86	1.60
s.cyc.17.23.2.x11-110	71.91	1.60
s.cyc.34.45.2.110-1x1	72.03	1.58
s.cyc.17.32.2.x11-101	72.45	1.59
s.cyc.23.34.2.110-011	73.22	1.45
s.cyc.34.54.2.101-1x1	73.35	1.92
s.cyc.34.45.2.101.1x1	73.39	1.61
s.cyc.23.43.2.110-011	73.53	1.47
d.cyc.12.34.2.x01-111	73.74	1.94
s.cyc.12.43.2.x11-011	74.17	1.53
z.cyc.34.76.2.111-01x	74.61	0.97
d.cyc.34.45.2.111-1x0	74.91	1.55
s.cyc.34.54.2.011-1x1	74.97	1.29
s.cyc.12.34.2.x11-011	75.21	1.44
s.cyc.23.34.2.101-101	75.21	1.89
s.cyc.17.32.2.x11-110	75.32	1.63
z.cyc.34.67.2.111-01x	75.68	0.85
d.cyc.34.76.2.111-10x	75.96	1.56
s.cyc.23.34.2.011-101	76.20	1.51
d.cyc.23.43.2.100-111	76.42	1.59
d.cyc.23.43.2.111-100	76.52	2.20
s.cyc.23.43.2.101-101	76.85	1.82
s.cyc.34.76.2.110-11x	76.88	1.57
s.cyc.34.76.2.101-11x	77.81	1.59
z.cyc.23.34.2.010-111	77.84	1.18
d.cyc.34.54.2.111-1x0	78.03	1.55
d.lin.t.33.3.111-111	75.63	2.47
z.cyc.34.54.2.111-0x1	75.54	0.91
d.lin.c.33.3.111-111	76.69	2.46
z.cyc.23.43.2.010-111	79.61	1.16
s.cyc.23.43.2.011-101	79.99	1.42
z.cyc.23.43.2.111-010	80.07	1.11
s.cyc.12.71.2.x11-x11	80.25	1.59
s.cyc.34.67.2.101-11x	81.05	1.79
s.cyc.12.43.2.x11-101	81.17	1.71
s.cyc.34.67.2.011-11x	82.00	1.36
s.cyc.23.43.2.011-110	82.55	1.44
s.cyc.23.34.2.101-110	82.78	1.56
s.cyc.34.54.2.110-1x1	82.84	1.09
s.cyc.23.34.2.011-110	83.21	1.30
s.cyc.23.43.2.101-110	83.40	1.54
d.cyc.34.67.2.111-10x	84.12	1.51
d.lin.c.34.3.111-111	81.59	2.45
d.lin.t.34.3.111-111	82.44	2.46
s.cyc.12.34.2.x11-101	86.02	1.74
z.cyc.23.34.2.111-001	86.22	0.79
s.cyc.23.34.2.110-101	86.47	1.33
z.cyc.23.43.2.111-001	86.72	0.94
d.lin.t.37.3.111-111	84.77	2.44
d.lin.c.37.3.111-111	84.89	2.45
z.cyc.12.43.2.x10-111	87.94	1.05
s.cyc.23.43.2.110-101	88.60	1.28
z.cyc.17.32.2.x01-111	88.86	0.89
d.cyc.23.34.2.100-111	89.01	0.99
s.cyc.12.43.2.x11-110	89.10	1.35
z.cyc.17.23.2.x10-111	89.39	0.82
s.cyc.23.43.2.110-110	89.71	1.52
s.cyc.23.34.2.110-110	89.94	1.48
s.cyc.12.34.2.x11-110	90.25	1.39
d.cyc.23.34.2.111-100	90.34	1.35
d.lin.t.44.3.111-111	89.44	2.84
s.cyc.34.67.2.110-11x	93.10	0.98
z.cyc.12.34.2.x10-111	93.62	0.79
z.cyc.17.32.2.x10-111	93.99	1.14
d.lin.c.44.3.111-111	91.67	2.79
s.cyc.17.17.2.x11-x11	96.12	1.07
d.lin.c.47.3.111-111	95.46	2.60
d.lin.t.47.3.111-111	96.53	2.66
s.cyc.12.17.2.x11-x11	103.80	1.57
d.lin.c.77.3.111-111	102.14	2.57
d.lin.t.77.3.111-111	103.75	2.72
z.lin.t.23.3.111-111	107.16	0.62
z.lin.c.24.3.111-111	110.62	0.67
z.lin.c.23.3.111-111	110.62	0.46
z.lin.t.24.3.111-111	116.31	0.64
z.lin.c.27.3.111-111	117.32	0.68
z.lin.t.27.3.111-111	118.33	0.61
z.lin.c.22.3.111-111	123.97	0.82
z.lin.t.22.3.111-111	126.64	0.46
d.cyc.34.43.3.111-111	0.00	2.65
d.cyc.34.34.3.111-111	3.95	2.63
d.cyc.23.43.3.111-111	49.25	2.41
d.cyc.23.34.3.111-111	51.56	2.28
