z.lin.t.77.1.100-010	157.58	0.99
z.lin.t.47.1.001-100	157.69	0.98
z.lin.t.34.1.010-100	158.85	0.96
z.lin.c.37.1.010-100	159.10	1.16
z.lin.t.37.1.010-100	159.25	1.03
d.lin.c.27.1.100-100	160.15	1.59
z.lin.c.34.1.010-100	160.99	1.07
d.lin.c.44.1.100-100	168.94	1.07
d.lin.t.44.1.100-100	172.60	1.24
d.lin.c.47.1.100-100	172.97	1.13
d.lin.t.47.1.100-100	176.01	1.02
d.lin.t.77.1.100-100	177.55	0.72
d.lin.c.77.1.100-100	182.85	1.04
s.cyc.34.34.1.110-000	56.46	1.79
d.cyc.34.43.1.010-100	57.24	1.90
z.cyc.34.43.1.010-010	57.82	1.37
d.cyc.34.34.1.010-010	59.27	1.74
s.cyc.34.43.1.000-011	60.32	1.31
s.cyc.34.34.1.011-000	60.95	1.13
d.cyc.34.34.1.100-100	61.55	2.59
s.cyc.34.34.1.101-000	62.45	1.75
s.cyc.34.43.1.000-101	63.96	1.63
z.cyc.34.43.1.001-010	65.09	1.24
s.cyc.34.43.1.000-110	66.16	1.27
d.cyc.34.43.1.100-100	66.84	2.27
d.cyc.34.34.1.100-010	68.89	1.67
z.cyc.34.34.1.100-001	68.99	1.50
z.cyc.17.43.1.x01-010	69.08	1.34
d.cyc.17.43.1.x01-100	69.11	1.88
d.cyc.17.34.1.x01-010	70.01	1.76
z.cyc.34.34.1.010-001	70.10	0.89
s.cyc.17.43.1.x00-011	71.04	1.32
s.cyc.17.34.1.x00-110	71.07	1.39
s.cyc.17.34.1.x00-011	71.82	1.17
s.cyc.17.34.1.x00-101	72.16	1.86
z.cyc.34.43.1.001-100	72.33	1.19
s.cyc.17.43.1.x00-101	73.90	1.71
s.cyc.17.43.1.x11-000	74.26	1.16
s.cyc.17.43.1.x00-110	75.75	1.33
z.cyc.17.43.1.x01-001	76.36	1.22
z.cyc.17.43.1.x10-010	77.44	1.24
z.cyc.34.43.1.001-001	77.99	0.86
s.cyc.34.45.1.011-0x0	79.08	1.52
s.cyc.34.76.1.011-00x	79.52	1.52
z.cyc.34.34.1.001-001	80.27	1.06
d.cyc.17.34.1.x01-100	80.64	1.55
s.cyc.17.34.1.x11-000	81.25	1.20
z.cyc.17.34.1.x10-010	81.85	0.95
z.cyc.17.71.1.x01-x01	82.29	1.23
s.cyc.34.67.1.101-00x	82.82	2.02
s.cyc.34.67.1.011-00x	83.95	1.29
s.cyc.34.45.1.101-0x0	84.60	1.69
s.cyc.34.45.1.110-0x0	84.60	1.53
z.cyc.17.43.1.x10-100	85.04	1.16
s.cyc.34.76.1.101-00x	85.09	1.70
s.cyc.34.76.1.110-00x	85.18	1.54
z.cyc.17.34.1.x01-001	85.75	1.00
s.cyc.34.54.1.101-0x0	86.18	1.98
s.cyc.34.54.1.011-0x0	87.74	1.38
z.cyc.17.34.1.x10-100	88.85	1.34
s.cyc.17.71.1.x00-x11	89.05	1.16
d.cyc.23.43.1.001-010	89.63	1.77
s.cyc.23.34.1.101-000	89.91	1.87
z.cyc.17.71.1.x01-x10	90.18	1.26
z.cyc.17.43.1.x10-001	90.80	0.90
s.cyc.34.67.1.110-00x	90.89	1.14
s.cyc.23.34.1.011-000	91.00	1.63
s.cyc.23.43.1.101-000	91.27	1.85
s.cyc.23.34.1.000-011	91.45	1.68
s.cyc.17.23.1.x00-101	91.47	1.90
s.cyc.23.43.1.000-011	91.55	1.73
z.cyc.17.34.1.x10-001	91.86	1.21
d.lin.t.23.2.001-111	88.67	2.27
s.cyc.34.45.1.000-1x1	92.40	1.64
s.cyc.17.32.1.x11-000	92.68	2.02
d.lin.c.23.2.001-111	89.84	2.28
s.cyc.17.23.1.x11-000	93.36	1.97
s.cyc.23.43.1.011-000	93.64	1.56
s.cyc.17.23.1.x00-011	94.09	1.81
z.cyc.23.34.1.001-010	94.18	1.31
d.lin.c.27.2.001-111	91.27	2.25
d.cyc.17.32.1.x01-001	94.65	1.76
d.lin.t.24.2.001-111	91.36	2.30
s.lin.c.23.2.011-011	91.49	1.89
z.cyc.34.45.1.010-0x1	95.35	1.20
s.cyc.34.54.1.110-0x0	95.98	1.04
s.lin.t.27.2.011-011	92.63	1.75
s.lin.t.23.2.011-011	92.72	1.82
d.lin.t.27.2.001-111	92.88	2.22
s.lin.t.24.2.011-011	93.04	1.59
d.cyc.23.34.1.001-100	96.56	1.91
s.cyc.34.76.1.000-11x	96.58	1.49
s.lin.t.22.2.011-011	93.34	1.87
d.lin.c.24.2.001-111	93.40	2.39
d.cyc.23.34.1.100-010	96.89	1.68
s.cyc.17.32.1.x00-101	96.91	1.85
s.cyc.34.67.1.000-11x	96.93	1.36
s.lin.c.27.2.101-011	93.73	1.96
s.lin.t.23.2.101-011	93.94	2.05
s.lin.c.24.2.011-011	94.61	1.64
s.cyc.17.32.1.x00-011	98.10	1.62
s.cyc.12.43.1.x11-000	98.30	1.66
s.lin.c.27.2.011-011	95.11	1.80
z.cyc.34.76.1.010-01x	98.57	1.18
s.lin.c.22.2.011-011	95.32	1.76
z.cyc.17.23.1.x01-001	98.79	1.39
d.cyc.17.23.1.x01-100	99.12	1.68
d.cyc.12.34.1.x01-010	99.12	1.76
s.cyc.34.54.1.000-1x1	99.25	1.65
s.cyc.12.43.1.x00-011	99.27	1.51
s.lin.t.33.2.011-011	96.23	1.73
z.cyc.23.34.1.001-001	99.62	1.33
s.lin.c.34.2.011-011	96.41	1.72
s.lin.t.34.2.011-011	96.46	1.72
s.lin.c.37.2.011-011	96.81	1.76
s.lin.c.23.2.101-011	96.83	1.93
z.cyc.34.45.1.100-0x1	100.26	1.04
s.lin.t.77.2.011-011	96.91	1.75
s.lin.t.37.2.011-011	96.92	1.75
s.lin.c.44.2.011-011	96.92	1.75
s.lin.c.33.2.011-011	96.93	1.84
s.cyc.12.34.1.x00-011	100.37	1.58
s.lin.c.47.2.011-011	97.03	1.78
s.lin.t.47.2.011-011	97.07	1.73
s.lin.t.44.2.011-011	97.09	1.71
s.lin.c.77.2.011-011	97.35	1.83
s.lin.c.22.2.101-011	97.69	1.86
z.cyc.34.54.1.010-0x1	101.28	0.83
s.cyc.17.23.1.x00-110	101.31	1.44
s.cyc.12.34.1.x11-000	101.50	1.61
s.cyc.23.34.1.110-000	101.56	1.36
z.cyc.12.43.1.x01-010	101.61	1.44
z.cyc.23.43.1.001-001	101.96	1.19
s.lin.c.24.2.101-011	98.61	1.73
d.lin.t.33.2.111-100	98.76	2.40
s.lin.t.23.2.011-101	98.92	1.78
z.cyc.34.67.1.010-01x	102.47	0.82
s.cyc.23.34.1.000-101	102.64	1.52
d.lin.c.33.2.111-100	99.39	2.43
d.cyc.34.54.1.010-1x0	102.86	1.48
s.lin.c.23.2.011-101	99.69	1.71
d.cyc.34.45.1.100-1x0	103.15	1.63
s.cyc.23.43.1.110-000	103.27	1.36
z.cyc.34.76.1.100-01x	103.51	1.04
s.lin.t.33.2.101-011	100.23	1.81
s.lin.t.22.2.101-011	100.26	1.75
z.cyc.34.45.1.010-1x0	103.63	1.38
z.cyc.34.76.1.010-10x	103.64	1.48
d.cyc.23.43.1.100-100	103.66	1.94
s.lin.c.33.2.101-011	100.40	1.83
d.cyc.12.43.1.x01-100	103.88	2.04
d.cyc.17.17.1.x01-x01	103.93	1.79
d.lin.t.37.2.111-001	100.73	1.77
s.lin.c.27.2.011-101	100.73	1.74
s.cyc.23.43.1.000-101	104.17	1.49
d.lin.c.37.2.111-001	101.06	1.82
d.cyc.34.76.1.100-10x	104.45	1.64
s.lin.t.34.2.101-011	101.25	1.66
s.lin.t.37.2.101-011	101.39	1.75
s.lin.c.34.2.101-011	101.43	1.66
z.cyc.23.43.1.010-010	104.85	1.02
s.lin.t.27.2.101-011	101.60	1.93
z.cyc.34.67.1.100-01x	104.99	1.18
s.cyc.12.71.1.x11-x00	105.00	1.77
s.lin.t.24.2.101-011	101.66	1.78
s.lin.t.24.2.011-101	101.83	1.84
s.lin.c.37.2.101-011	101.92	1.76
z.cyc.34.54.1.100-0x1	105.45	1.24
s.cyc.12.71.1.x00-x11	105.45	1.59
d.lin.c.34.2.111-010	102.13	1.91
s.lin.c.27.2.110-011	102.27	1.63
z.cyc.17.71.1.x10-x10	105.76	0.89
s.lin.c.23.2.110-011	102.48	1.84
d.lin.t.34.2.111-010	102.61	1.84
s.lin.c.24.2.011-101	102.74	1.85
z.cyc.17.23.1.x10-001	106.11	1.44
s.lin.t.22.2.110-011	102.87	1.84
z.cyc.34.45.1.001-0x1	106.31	0.81
s.cyc.17.32.1.x00-110	106.48	1.45
s.cyc.12.43.1.x00-101	106.55	1.84
s.lin.t.27.2.011-101	103.30	1.70
s.lin.c.37.2.011-101	103.47	1.91
s.lin.t.37.2.011-101	103.62	1.90
s.lin.c.22.2.110-011	103.79	1.69
s.lin.c.34.2.011-101	103.85	1.86
d.cyc.23.43.1.100-010	107.36	1.02
z.cyc.34.67.1.001-01x	107.41	0.94
s.lin.t.23.2.101-101	104.10	1.80
s.lin.c.23.2.101-101	104.10	1.91
s.lin.t.47.2.101-011	104.28	1.88
s.lin.c.23.2.011-110	104.31	1.75
z.cyc.12.71.1.x01-x01	107.74	1.42
s.lin.t.44.2.101-011	104.50	1.83
s.lin.t.34.2.011-101	104.52	1.87
s.cyc.23.43.1.000-110	107.89	1.42
s.lin.t.22.2.101-101	104.74	2.01
s.lin.c.47.2.011-101	104.82	1.84
d.lin.c.34.2.100-111	104.83	2.41
s.lin.c.77.2.101-011	104.88	1.89
s.lin.c.44.2.101-011	104.89	1.83
s.lin.c.47.2.101-011	104.89	1.88
s.lin.t.23.2.110-011	104.95	1.66
z.cyc.34.54.1.001-0x1	108.32	0.99
s.lin.t.47.2.011-101	105.21	1.84
s.lin.t.77.2.101-011	105.31	1.91
d.lin.t.23.2.100-111	105.49	1.81
d.lin.t.34.2.100-111	105.53	2.48
z.cyc.12.43.1.x01-001	108.92	1.26
d.cyc.34.67.1.010-10x	109.04	1.40
s.lin.t.33.2.101-101	105.82	1.78
s.lin.t.23.2.011-110	105.85	1.69
s.cyc.17.17.1.x11-x00	109.25	1.03
z.cyc.23.34.1.010-010	109.37	0.85
s.lin.c.24.2.110-011	106.02	1.57
s.cyc.23.34.1.000-110	109.61	1.24
d.cyc.23.43.1.001-100	109.69	1.09
z.cyc.17.32.1.x10-001	109.83	1.18
z.cyc.34.76.1.001-01x	109.86	0.80
s.lin.c.33.2.101-101	106.55	1.75
z.cyc.17.32.1.x01-010	109.96	1.02
d.lin.c.23.2.100-111	106.60	1.79
s.lin.t.27.2.101-110	106.77	2.00
s.cyc.12.34.1.x00-101	110.27	1.76
s.lin.c.24.2.101-101	107.20	2.03
z.cyc.23.34.1.010-100	110.58	1.21
d.cyc.17.32.1.x01-100	110.79	1.07
z.lin.c.23.2.010-111	107.53	1.29
s.lin.t.27.2.110-011	107.65	1.79
s.lin.c.22.2.101-101	107.74	1.84
s.lin.t.33.2.110-011	107.77	1.71
d.lin.c.77.2.111-001	107.83	1.72
s.lin.t.23.2.101-110	107.86	1.87
s.lin.t.24.2.110-011	107.91	1.71
z.cyc.34.45.1.001-1x0	111.33	1.01
z.lin.c.33.2.001-111	107.99	1.42
z.cyc.12.43.1.x10-010	111.37	1.09
z.cyc.34.76.1.001-10x	111.45	0.99
d.lin.t.47.2.111-001	108.12	1.65
z.lin.t.23.2.010-111	108.21	1.23
d.lin.t.37.2.100-111	108.22	2.34
d.lin.c.37.2.100-111	108.23	2.31
s.lin.c.27.2.011-110	108.53	1.84
z.lin.t.33.2.001-111	108.55	1.31
s.lin.c.34.2.110-011	108.61	1.69
s.lin.t.34.2.011-110	108.70	1.88
z.lin.t.24.2.010-111	108.83	1.27
z.cyc.23.43.1.100-001	112.21	1.08
s.lin.c.37.2.110-011	108.89	1.72
s.lin.c.34.2.011-110	108.90	1.87
s.lin.t.23.2.110-101	109.05	1.79
s.lin.c.33.2.110-011	109.07	1.80
s.lin.t.34.2.110-011	109.11	1.68
s.lin.c.34.2.101-101	109.18	1.99
z.lin.c.27.2.010-111	109.20	1.25
s.lin.t.24.2.011-110	109.28	1.70
s.lin.t.24.2.101-101	109.41	2.08
s.lin.c.37.2.101-101	109.49	1.94
s.lin.c.22.2.110-101	109.53	1.99
s.lin.t.37.2.110-011	109.64	1.72
s.lin.t.37.2.101-101	109.66	1.97
s.lin.t.34.2.101-101	109.67	2.03
s.lin.c.24.2.011-110	109.80	1.75
z.cyc.12.34.1.x01-001	113.19	1.16
s.lin.t.22.2.110-101	110.10	1.81
d.lin.t.44.2.111-010	110.17	2.13
z.lin.t.27.2.010-111	110.21	1.30
s.lin.c.44.2.110-011	110.21	1.82
s.lin.c.47.2.110-011	110.31	1.89
s.lin.c.23.2.110-101	110.37	1.68
d.cyc.34.54.1.100-1x0	113.79	1.53
s.lin.c.23.2.101-110	110.56	1.76
s.lin.t.44.2.110-011	110.57	1.80
s.lin.t.47.2.110-011	110.58	1.86
d.lin.t.77.2.111-001	110.79	1.72
s.lin.c.37.2.011-110	110.94	1.88
s.lin.c.27.2.101-101	110.95	2.02
s.lin.c.77.2.110-011	110.98	1.79
d.lin.c.47.2.111-001	110.98	1.61
s.lin.t.37.2.011-110	110.99	1.95
s.lin.t.27.2.101-101	111.00	2.00
d.lin.c.44.2.111-010	111.11	1.65
s.cyc.12.43.1.x00-110	114.49	1.38
z.cyc.12.34.1.x10-010	114.54	0.94
s.lin.t.47.2.011-110	111.20	1.87
z.cyc.23.34.1.100-001	114.66	0.81
d.cyc.12.34.1.x01-100	114.67	1.59
s.cyc.12.34.1.x00-110	114.68	1.46
s.lin.t.27.2.011-110	111.34	1.99
d.lin.c.24.2.100-111	111.36	1.70
s.lin.t.77.2.110-011	111.39	1.93
z.lin.c.22.2.001-111	111.42	1.01
z.cyc.23.34.1.010-001	114.79	1.04
z.cyc.17.23.1.x01-010	114.98	0.90
z.cyc.12.71.1.x01-x10	115.03	1.43
s.lin.c.47.2.011-110	111.97	1.67
s.lin.t.44.2.101-101	112.15	2.16
s.lin.c.44.2.101-101	112.29	2.15
z.lin.c.24.2.010-111	112.57	1.19
z.cyc.23.43.1.010-001	116.02	1.06
s.lin.t.33.2.110-101	112.67	1.69
z.cyc.34.54.1.001-1x0	116.15	1.04
z.cyc.17.17.1.x10-x01	116.18	0.96
s.lin.c.33.2.110-101	112.83	1.70
z.lin.t.34.2.001-111	112.84	1.35
s.lin.c.47.2.101-101	112.85	2.10
s.lin.t.47.2.101-101	112.87	2.10
s.lin.c.77.2.101-101	113.09	2.11
z.lin.c.34.2.001-111	113.11	1.34
d.cyc.23.34.1.100-100	116.69	1.24
s.lin.t.77.2.101-101	113.41	2.09
z.lin.c.27.2.111-001	113.45	1.00
s.lin.t.22.2.110-110	113.59	1.86
d.lin.c.47.2.010-111	113.86	1.71
d.cyc.34.67.1.100-10x	117.31	1.66
s.lin.c.24.2.110-101	114.03	1.82
z.lin.t.22.2.001-111	114.06	0.90
z.cyc.12.43.1.x10-001	117.72	1.12
s.lin.t.27.2.110-110	114.37	1.78
z.lin.c.37.2.001-111	114.46	1.35
z.lin.t.37.2.001-111	114.73	1.36
z.cyc.17.32.1.x10-100	118.11	1.14
d.lin.t.24.2.100-111	114.85	1.82
s.lin.t.34.2.101-110	114.95	1.83
